iter	Logloss
0	0.4604438782
1	0.3892019987
2	0.3553980827
3	0.3240431786
4	0.3127305031
5	0.2980690479
6	0.2862171888
7	0.2699323416
8	0.2629708529
9	0.2519299984
10	0.2335944414
11	0.2115537167
12	0.2018890381
13	0.1853676915
14	0.1787844539
15	0.1740029335
16	0.1683439255
17	0.1630636692
18	0.1575193644
19	0.1443446517
20	0.1408657908
21	0.1363258362
22	0.1338792205
23	0.119743681
24	0.1145032883
25	0.1122134328
26	0.1075934887
27	0.1040408969
28	0.102409029
29	0.09835757017
30	0.09026966095
31	0.08816324472
32	0.08652226329
33	0.08478214145
34	0.08340054154
35	0.08002210259
36	0.07804386616
37	0.07635446787
38	0.07450500131
39	0.07199306488
40	0.07014702559
41	0.06844012737
42	0.06730344296
43	0.06536986828
44	0.06074427962
45	0.05877480507
46	0.05815851688
47	0.05740582943
48	0.05641443729
49	0.05533568263
50	0.05424374342
51	0.05146757364
52	0.05082116127
53	0.0500813365
54	0.04937797785
55	0.04763482213
56	0.04683941007
57	0.04615351856
58	0.04543030858
59	0.04495560825
60	0.04423404038
61	0.04349191487
62	0.04245770574
63	0.04190399051
64	0.04146486521
65	0.04068379998
66	0.04033600092
67	0.03850383759
68	0.03796952963
69	0.03676583767
70	0.03629644513
71	0.03578650355
72	0.03552917242
73	0.03520211875
74	0.033286798
75	0.03288593888
76	0.03257343173
77	0.03222322464
78	0.0318986237
79	0.03126722872
80	0.03103883266
81	0.03077412844
82	0.03043525517
83	0.03014169335
84	0.02995684743
85	0.02928882241
86	0.02886360288
87	0.02850514054
88	0.02752017379
89	0.02723996341
90	0.02693460286
91	0.02671971023
92	0.026492396
93	0.02613188028
94	0.02584278584
95	0.02568643093
96	0.02549747229
97	0.02491587102
98	0.02425063103
99	0.02398900092
100	0.02372799218
101	0.02363987565
102	0.02332951277
103	0.02315493971
104	0.0230113849
105	0.0228148967
106	0.02253050208
107	0.02226015031
108	0.0220096916
109	0.02186515629
110	0.02104810029
111	0.02094199061
112	0.0207529515
113	0.02060353905
114	0.02040855289
115	0.02001453191
116	0.01987548172
117	0.01977765411
118	0.01964798719
119	0.01952080429
120	0.01918964088
121	0.01900836825
122	0.0189092055
123	0.01882962137
124	0.01864985824
125	0.01854967624
126	0.01833104044
127	0.0176877439
128	0.01762140393
129	0.01751448512
130	0.01733848453
131	0.01723191887
132	0.01709580123
133	0.01694660187
134	0.01680032015
135	0.01671269238
136	0.0166014716
137	0.01640408337
138	0.01583556235
139	0.01552491337
140	0.01552472115
141	0.01532003134
142	0.01509114802
143	0.01498998553
144	0.01486706287
145	0.0147655189
146	0.01466959417
147	0.01457583904
148	0.01447670311
149	0.01441107541
150	0.01432392001
151	0.01417319775
152	0.014089562
153	0.01395335197
154	0.01395218968
155	0.01365776062
156	0.01353028715
157	0.01344366074
158	0.01334485263
159	0.01328501403
160	0.01322520524
161	0.01313797235
162	0.01308217049
163	0.01302328408
164	0.01293429583
165	0.01286934614
166	0.01283495575
167	0.0127092272
168	0.01265255809
169	0.01256203353
170	0.01250393391
171	0.01230728924
172	0.01225603223
173	0.01219122559
174	0.01209700331
175	0.01201664656
176	0.01198286787
177	0.01193341687
178	0.01184635833
179	0.0118178241
180	0.01176436171
181	0.0116865702
182	0.01168633178
183	0.01155843884
184	0.01155792624
185	0.01139641255
186	0.01132490188
187	0.01128333807
188	0.01124909297
189	0.01121973991
190	0.01116907448
191	0.01114036292
192	0.01108842194
193	0.01104060635
194	0.01103391647
195	0.0109073326
196	0.01088749766
197	0.01088743061
198	0.01081245542
199	0.01076901332
