iter	Logloss
0	0.4788141727
1	0.4033124924
2	0.3862085819
3	0.3782474995
4	0.3516874313
5	0.3375172615
6	0.3277903557
7	0.2976875305
8	0.2878585339
9	0.2664795876
10	0.2550507545
11	0.2347356796
12	0.2246247053
13	0.2185590744
14	0.2089138031
15	0.1994549274
16	0.1936332583
17	0.1825054169
18	0.1655204892
19	0.1563789606
20	0.1528059483
21	0.1483376861
22	0.1450586081
23	0.1411637545
24	0.1355290055
25	0.1330420256
26	0.1201917171
27	0.1098266721
28	0.1073082447
29	0.1044609666
30	0.1016112804
31	0.0985868156
32	0.09625453949
33	0.09307347536
34	0.09160962701
35	0.08873339891
36	0.0879389286
37	0.08640027046
38	0.08505797982
39	0.08096622229
40	0.07807773352
41	0.07676676512
42	0.07556606531
43	0.07321909666
44	0.07237733006
45	0.07039405107
46	0.06739456058
47	0.06586551666
48	0.06520915627
49	0.06399491429
50	0.06128560305
51	0.06042120457
52	0.05805427432
53	0.05467626452
54	0.05215297937
55	0.05152103901
56	0.0509074688
57	0.04979667068
58	0.04926406145
59	0.04850248396
60	0.04799715281
61	0.04745016694
62	0.04685418308
63	0.04520175755
64	0.04478384256
65	0.04392776489
66	0.04352480471
67	0.04303078055
68	0.04260132611
69	0.04215996265
70	0.04174663723
71	0.04090009928
72	0.04049150944
73	0.04011329412
74	0.03947953582
75	0.03909723759
76	0.03755629659
77	0.03634968102
78	0.03593376279
79	0.03552255034
80	0.03488433063
81	0.03435943723
82	0.03406856656
83	0.03372574449
84	0.03321734369
85	0.03301362693
86	0.03256870508
87	0.03230237067
88	0.03124814332
89	0.03076934814
90	0.03030690253
91	0.02984518409
92	0.0295996964
93	0.0293777287
94	0.02914105654
95	0.02889324129
96	0.02803895473
97	0.02770458758
98	0.02734216154
99	0.02718826532
100	0.02698751092
101	0.02677522898
102	0.02605563402
103	0.02568128705
104	0.02548344433
105	0.02451943457
106	0.02434378415
107	0.02425211966
108	0.02404379994
109	0.02381849587
110	0.02364495099
111	0.02349606156
112	0.02306352258
113	0.02288992107
114	0.0227608338
115	0.02260401249
116	0.02231090963
117	0.02211791128
118	0.02187474072
119	0.02146245241
120	0.02125422359
121	0.02114425898
122	0.02090353072
123	0.02070964277
124	0.02009302676
125	0.01999493092
126	0.01960033178
127	0.01930262744
128	0.01920171827
129	0.01900874078
130	0.01891229153
131	0.01884435713
132	0.01878216416
133	0.01853180081
134	0.01842364967
135	0.01830166429
136	0.01810995936
137	0.01787993014
138	0.01777521372
139	0.0177098617
140	0.0175366804
141	0.01738021374
142	0.01729026586
143	0.01721896827
144	0.01712930351
145	0.0170173645
146	0.01696816087
147	0.01682026386
148	0.01674550474
149	0.01667649001
150	0.01649896055
151	0.01627537012
152	0.01620502621
153	0.0160713762
154	0.01595336199
155	0.0157689333
156	0.01567842066
157	0.0156319201
158	0.0155464679
159	0.01536385715
160	0.01535809189
161	0.01523606032
162	0.01492319554
163	0.0147063449
164	0.01452568173
165	0.01443434954
166	0.01443374455
167	0.01424809247
168	0.01424791813
169	0.01395701468
170	0.01395659447
171	0.01388541013
172	0.01383242011
173	0.01378664076
174	0.01374352574
175	0.01369923055
176	0.01359020323
177	0.01355583668
178	0.01355560124
179	0.01333785951
180	0.01316290647
181	0.01309008896
182	0.01301631331
183	0.01295720637
184	0.01291662604
185	0.01283758134
186	0.01278020144
187	0.01270507276
188	0.01270469725
189	0.01257864535
190	0.01257838905
191	0.01251556873
192	0.01246627867
193	0.01239978671
194	0.0123615548
195	0.01236114576
196	0.01230479851
197	0.01228847355
198	0.01225131005
199	0.0122131899
