iter	Logloss
0	0.4444854567
1	0.3965622941
2	0.3427697237
3	0.3156865687
4	0.3042909169
5	0.2863086559
6	0.2758506899
7	0.2601914978
8	0.245532643
9	0.2314458025
10	0.2229949
11	0.2156669917
12	0.2018939595
13	0.1935708749
14	0.185876238
15	0.1778600772
16	0.1623993162
17	0.158895995
18	0.1494151765
19	0.1431165326
20	0.1386625267
21	0.129106636
22	0.1266506934
23	0.1237532143
24	0.1189383862
25	0.1096428079
26	0.1074846649
27	0.1051499371
28	0.1017264527
29	0.09942001508
30	0.09722648388
31	0.09540830232
32	0.08958187025
33	0.08827751517
34	0.08691877159
35	0.08522717136
36	0.08335920104
37	0.0814905394
38	0.0791039419
39	0.07628502591
40	0.07246605403
41	0.07045882689
42	0.06657652792
43	0.06577082469
44	0.06413674024
45	0.06154562689
46	0.058949667
47	0.05835740159
48	0.0561556731
49	0.05532393933
50	0.05310572551
51	0.05200854069
52	0.05103706505
53	0.05027139382
54	0.04948550016
55	0.04829023437
56	0.04795999851
57	0.04757471269
58	0.04698692655
59	0.04644203419
60	0.04595980927
61	0.04522828388
62	0.04464089703
63	0.04287837578
64	0.04206588971
65	0.03927151405
66	0.03861528933
67	0.03800986644
68	0.0376660861
69	0.03726832869
70	0.03697460667
71	0.03651205073
72	0.03620077212
73	0.03572588527
74	0.03535142369
75	0.03494867352
76	0.03463304099
77	0.0339434424
78	0.0336301217
79	0.03332717872
80	0.0331074071
81	0.03274359448
82	0.03243782228
83	0.03155586677
84	0.03109511654
85	0.02943251657
86	0.02877958405
87	0.02860306038
88	0.02825750501
89	0.02732772109
90	0.02711257529
91	0.02678373656
92	0.02583167798
93	0.02557182349
94	0.02518856163
95	0.02498810442
96	0.02480451114
97	0.02433821499
98	0.02420051812
99	0.02349384452
100	0.02329093171
101	0.02293870881
102	0.02277242728
103	0.02257810517
104	0.02239293743
105	0.02227354403
106	0.0220452999
107	0.02194498612
108	0.02170307067
109	0.02158397073
110	0.02133102183
111	0.02091005514
112	0.02071014544
113	0.02015568258
114	0.01999698712
115	0.019866309
116	0.01959670799
117	0.01947525325
118	0.01893886724
119	0.01868093553
120	0.01854978895
121	0.0183955206
122	0.01830767693
123	0.01823538105
124	0.01814150885
125	0.01796818189
126	0.01784757742
127	0.01776620081
128	0.0173655356
129	0.01729376416
130	0.01718439327
131	0.01707846884
132	0.01690726198
133	0.01667745288
134	0.01653298424
135	0.01609087846
136	0.01597948193
137	0.01585672538
138	0.01580025179
139	0.01573139531
140	0.01563211908
141	0.01553033109
142	0.0150782995
143	0.01499909023
144	0.01480550959
145	0.01472922569
146	0.01459315005
147	0.01454865988
148	0.01448610569
149	0.01436941523
150	0.01411899166
151	0.01392298258
152	0.01385299018
153	0.01379567524
154	0.01373576151
155	0.01367274164
156	0.01357463816
157	0.01353263334
158	0.01347767619
159	0.0134235388
160	0.01336382815
161	0.01330944566
162	0.01326736087
163	0.01320890555
164	0.01317980397
165	0.01312089004
166	0.0128782186
167	0.01280506687
168	0.01272534469
169	0.01251283934
170	0.01244175527
171	0.0124417787
172	0.01231080879
173	0.01226583026
174	0.01225054915
175	0.01213609559
176	0.01209431133
177	0.01172173339
178	0.01168830979
179	0.01161309523
180	0.01158371433
181	0.01152525938
182	0.0114458366
183	0.01144432836
184	0.01140159155
185	0.01134478321
186	0.01130721015
187	0.01130717928
188	0.01114457669
189	0.01108057599
190	0.01099555429
191	0.01096769726
192	0.01087737976
193	0.01087612853
194	0.01084332198
195	0.01078490943
196	0.01075540541
197	0.01073632077
198	0.01068795006
199	0.01063389153
